100000 100000
1 40315 4272
2 61799 82719
0 41702 8339
1 87481 92063
1 82247 60192
1 42374 49962
0 25381 66886
0 29900 47572
0 3635 93742
2 62470 69076
2 29832 4890
0 21150 17294
1 78482 63710
2 52407 67959
1 41015 11503
1 44400 23192
1 3145 88284
2 22087 93700
2 86193 87345
0 84899 57018
0 59770 60445
2 33736 42072
1 55999 80912
2 61193 12120
1 20617 35798
2 34672 77348
1 29355 37101
1 25070 83209
1 65488 92040
0 81739 46871
1 14789 76311
0 41859 80861
0 82766 94110
2 39954 40024
1 66738 81317
2 83400 34022
1 49547 12624
0 80079 28880
1 99926 38273
2 16757 13066
0 44796 28371
2 26342 74309
0 30611 61276
2 74648 17463
1 29241 44950
1 67074 22694
1 51713 1265
0 59043 57637
0 51938 81198
1 86665 80029
2 67038 54696
1 72908 64998
0 47937 88016
0 49438 3284
2 70308 65134
2 58008 93573
0 16898 1290
1 9906 83608
0 72530 81371
2 1128 21
0 86992 69309
1 22310 44490
1 86959 15897
2 45913 70613
1 7792 79636
0 23553 44403
1 31811 33835
2 91767 41830
2 75337 43141
2 15741 73603
2 45669 27881
1 96133 2674
0 46770 91717
1 52607 80235
2 29545 92121
2 44530 18838
1 53819 65249
1 29041 83459
0 77306 70866
2 44432 77251
1 47389 31893
1 49846 53179
1 93279 22708
2 89231 74669
1 59300 7962
2 35082 56266
0 9347 6053
2 61264 53553
2 67235 15370
2 28269 16501
2 45831 30744
2 33979 33820
2 72868 82252
1 73836 89244
2 2580 75819
0 4760 52025
1 58478 71003
2 82511 14169
0 33942 15394
1 66067 6440
2 52530 20324
2 39577 72969
1 1378 43814
2 27690 37482
1 17727 72133
2 58633 19092
1 204 58711
1 89401 47080
2 49960 18522
0 66051 1916
2 14097 30097
0 99301 41537
0 9013 27753
1 76049 40740
0 43531 96024
1 46361 91768
2 52595 39914
2 70227 22304
0 89098 86685
2 84286 13428
1 23782 6122
2 59787 6381
2 96411 49526
0 11522 52357
0 46739 44865
2 77961 12237
1 37619 80397
2 70945 65085
0 26127 88465
1 29250 6809
0 4738 652
1 11678 38192
2 36208 23940
0 19636 3389
1 54255 32485
0 83684 63472
1 41548 45116
0 46127 69996
2 9232 3636
1 98535 32798
0 95326 92658
1 65428 15955
0 45464 46842
1 80418 59616
0 22628 42057
2 75975 39256
2 75267 99069
2 52639 18707
0 48501 53555
1 8363 83860
1 84283 41083
1 54263 37385
2 88694 76741
2 66224 22758
1 96381 65583
1 36681 63939
0 57838 97186
1 53747 26245
2 73963 38685
0 65007 51040
1 34621 1334
2 9865 23251
2 65197 42695
1 93131 6403
2 82055 300
1 91275 92727
0 14668 89094
0 79226 37739
0 12114 48316
2 68351 64215
2 30136 22878
0 74772 80484
2 68757 70941
1 77599 14502
2 47018 82276
1 47463 33515
2 16163 96951
1 12544 97089
1 87771 52244
0 47901 91908
1 42474 11673
2 61026 94392
0 82144 23629
2 90247 52206
2 87787 88871
2 83470 81543
2 43875 21813
2 13954 18458
0 61832 82793
0 77722 25489
1 42459 99410
0 62812 46708
1 1343 73526
1 11540 38410
1 18899 42961
2 78949 78227
2 82957 30045
0 33918 83990
2 80857 72872
1 4734 13380
2 67565 78829
0 45305 28049
1 89663 21006
1 55212 77088
2 98360 39978
2 48400 13281
2 2206 6196
0 98132 32583
0 66933 23038
1 83084 36431
0 29399 68301
0 85532 90867
0 84890 48822
2 65884 9343
0 39703 38357
1 10923 68293
2 47687 50869
2 65898 91670
0 72019 56288
2 81310 65253
1 85087 31190
1 86872 83631
2 20041 62312
2 14702 54499
1 73989 79909
2 11555 43364
0 56109 80556
1 25094 37450
1 99625 16885
2 60481 21060
2 12643 64708
2 37819 15779
0 48245 93290
0 98526 86997
0 39221 37535
1 46237 55622
1 84287 70883
1 48432 45844
2 34413 63935
2 65176 98020
0 95951 68681
0 88765 33504
0 7517 84302
2 2584 78856
0 54907 54219
2 39368 35143
1 95010 60146
1 8089 77828
2 69409 86055
2 60754 47243
1 31235 45125
1 95586 62701
2 33024 96948
0 46769 63136
0 75351 4847
0 17587 72189
0 82942 99979
2 62339 64385
2 31490 68915
0 35150 28037
2 26772 78271
1 99525 81731
2 78205 16935
1 64123 125
0 57268 22957
2 56819 15371
2 37918 93273
1 28529 54494
0 83773 83807
2 77930 93983
0 81991 66709
0 45846 79190
2 6574 98245
1 63583 23053
2 61813 27951
2 92595 87542
1 35421 27570
0 16037 30574
1 98142 74462
0 41278 86514
1 97039 88464
2 47078 1306
2 10183 75604
0 33037 90473
2 9458 29520
0 55930 42596
0 95220 53257
1 41682 49688
0 40131 63074
1 33296 76897
2 2967 55344
0 40417 50496
1 30684 31843
2 123 2133
1 13350 38086
2 59863 79312
1 74204 18129
1 81640 14030
0 7341 55182
1 28012 53413
1 6061 58576
0 33470 24087
1 60206 9491
2 14168 80756
2 91166 68884
0 41224 32297
0 9422 86358
2 28271 44430
2 47088 13161
2 7985 39747
0 20276 13076
1 88683 62259
1 50817 37742
0 55434 67749
2 59508 6049
1 82822 32427
1 17943 4000
1 47155 28094
1 74138 672
1 6135 72645
1 61165 441
2 29622 43828
0 26885 71491
0 80463 92458
1 25625 32071
0 64610 68342
2 65055 48981
0 10125 84622
1 89195 62565
0 77075 25054
2 34807 7061
2 20208 93084
2 99631 23098
1 24986 20929
1 21635 23537
1 61677 24168
2 78721 98401
1 38489 77655
2 58657 13160
1 89849 60353
0 19224 37775
2 38965 85894
2 43671 21207
0 7410 30819
0 83752 86411
2 81860 69027
1 94292 71730
0 44611 95552
2 51396 43471
0 11629 33816
1 64136 29067
2 53634 53641
0 79825 18929
0 39302 86032
2 9272 47472
2 25442 94053
1 85984 8521
2 23584 51833
2 36992 96001
2 88085 56801
0 22850 55034
0 96654 55789
1 33839 65200
2 29267 95593
0 20845 47714
0 92811 21587
0 87775 76815
1 99988 34771
0 38437 74315
2 55634 54900
1 64245 85260
0 25082 7964
2 70943 88337
2 26578 48898
0 71135 9881
0 8758 21466
0 42387 97248
1 87910 33758
1 16025 55288
0 13453 31317
0 39787 7774
2 22989 27813
0 54442 20019
0 23235 69671
1 29395 59248
2 58396 85233
0 33167 71720
0 6365 69958
0 34594 26441
1 13795 6553
2 77728 80947
0 28248 17529
1 13493 80354
1 13869 7205
0 44973 46683
1 74929 76402
0 44268 70542
1 72470 63512
1 72545 75661
1 1961 49216
2 55875 26679
1 6374 62433
2 57524 88330
2 75629 57327
2 54646 25496
0 69470 51940
2 65115 5588
1 35679 1134
1 35007 12509
0 98774 991
2 12470 33256
1 48340 92119
0 8944 81050
1 46968 6539
0 8239 83731
0 63943 99008
1 91782 78299
0 46121 17696
0 51495 3244
0 77444 60654
2 36148 54667
1 70164 52658
2 37585 23371
0 31910 56881
0 64174 54212
2 57726 8980
0 34546 14069
2 74504 87147
1 11656 62562
2 49760 42176
1 5297 44238
1 19902 87061
0 77708 27845
0 92986 91319
0 10373 93346
0 17764 74097
2 35836 85371
0 69606 64263
1 63795 22411
0 47908 8156
0 49 4624
0 32019 60341
1 62648 47212
0 32295 50613
0 72428 44712
0 87177 61799
0 18051 59282
1 3249 49494
2 11740 72579
1 54854 16115
0 5010 52241
1 49470 11826
0 39938 27008
0 65162 70566
2 29342 54523
1 62767 3811
1 31309 46608
1 57314 62267
0 56586 54886
2 84464 53309
2 30703 21731
0 64787 82628
1 59740 87682
2 73660 53284
0 57200 19991
0 29173 80466
2 35488 83804
1 5613 85592
2 24570 39243
1 64418 82278
0 71402 74153
1 50410 88338
2 38572 1655
1 52985 29642
2 1622 33526
1 87843 65939
1 45738 91043
1 55422 38838
0 15999 40028
1 26274 72818
1 5663 80794
0 45810 45999
1 74331 91535
1 73805 57769
0 55663 1296
0 76486 74546
1 65939 86247
0 10755 6653
0 72594 4200
1 23308 51542
1 80707 23855
0 91684 69591
1 59431 86034
2 9717 60243
0 25647 93462
2 88506 23452
2 38297 11403
1 35396 8245
2 34358 97944
2 40329 92081
0 56220 95053
2 8128 63520
0 94547 46379
1 77573 2394
1 15791 75700
1 79781 24941
2 89403 86092
0 79431 93075
0 77535 47722
2 28740 97099
0 43737 5646
0 46357 87122
1 62123 92074
1 44117 13216
0 30794 94196
0 63082 44502
1 9398 8226
1 27775 88106
0 88285 29659
1 75039 28143
2 31662 29071
1 75145 22885
2 91200 88168
0 70157 73790
2 71075 55654
1 1245 55158
1 5379 46713
1 36092 89493
1 69319 16019
0 44443 43029
0 83245 4359
0 90728 57274
0 18575 41735
0 27228 43843
0 23702 31034
2 79565 24387
1 22009 12188
0 44560 75128
2 66360 36529
2 39992 67148
2 27110 87914
1 60244 5799
0 54332 54824
0 41850 25448
1 9491 21999
2 36723 89806
1 504 74883
1 4663 98194
0 96501 54562
2 20098 69769
0 87631 24615
2 97423 95437
1 81543 5072
2 86737 94423
0 28554 80576
2 77752 1272
1 22914 34545
0 12818 3868
1 61697 95173
0 69476 67590
0 79138 86826
2 88728 53773
0 55726 3249
1 23723 53607
1 37701 29824
2 34046 5937
1 80656 45255
1 11061 56796
0 39674 48956
1 98725 15671
0 33773 74390
2 6944 41864
0 5758 24666
0 27249 77723
0 15898 68211
1 6937 91373
1 1769 54619
1 96704 23371
0 29499 41475
1 58583 19851
2 23090 50214
1 4629 72952
0 47486 32474
2 22325 70995
2 15711 26169
2 39488 60018
2 91068 93987
0 16443 98073
2 36504 60809
2 33244 35708
0 4259 29863
2 7012 43955
0 89331 58016
1 24976 42852
0 79693 38481
0 41012 95442
1 99837 29891
0 57888 99865
2 6957 32981
0 22997 82689
0 68005 53873
2 99032 16868
0 13429 10341
0 58573 15801
1 24990 11319
0 31490 61121
2 93454 89438
0 91920 2400
2 34864 51344
2 27960 25092
0 49134 71388
0 37242 32650
0 61996 93699
2 3625 39493
2 8582 33588
1 56632 49988
2 14280 11708
0 98948 96180
2 89675 15634
2 43854 39243
0 39437 79900
1 89462 25412
1 50255 27411
1 89092 63066
2 88650 19307
1 12452 96153
1 92280 80565
1 99174 95779
2 59873 18863
0 65226 25659
0 36638 95196
1 96250 61644
0 77600 62703
0 50048 551
2 84243 56771
2 33453 44775
0 12611 80669
1 45198 29694
1 54589 59855
2 61465 11964
2 37594 10472
0 40280 92838
2 78706 6879
0 7196 54983
1 2679 53389
2 32249 74755
1 16484 71652
2 62791 15516
0 20631 17914
0 13114 7398
0 34403 27464
0 94287 1267
1 90535 37693
2 20381 23965
1 57578 82399
0 87328 7810
0 11938 5569
0 58966 34931
1 69472 13201
2 87279 83649
1 56086 30437
0 8929 64550
0 66810 36198
0 24594 68932
2 69891 37358
1 56407 2911
1 36537 99801
1 39876 19773
1 14778 71852
0 57001 51746
1 96359 58444
0 94899 98473
1 21039 69406
1 15606 68997
1 34732 14064
0 81243 29075
0 6602 22561
0 49717 74903
2 78035 60155
1 75278 18414
2 58493 15184
2 88674 80206
2 1937 71384
2 65105 81118
0 50234 26555
0 4327 54021
1 18074 40083
2 15531 72036
1 6961 4147
1 18344 92265
2 68966 61121
0 90783 3967
2 95357 31138
2 85406 37173
0 78773 33990
2 36418 50945
0 30123 22239
1 40943 1921
1 66745 64443
1 50593 30956
0 32123 93501
0 53684 31334
2 98769 16218
1 2095 62880
0 69957 59106
1 23434 46213
0 47028 53033
2 45434 45875
1 95791 15517
2 29129 45008
2 52120 41847
0 52806 3621
2 37621 8727
0 40649 64643
2 72500 19483
2 30659 51686
2 97347 68047
0 73680 43091
2 82135 12430
1 75182 51481
1 24480 4153
1 13674 60218
0 26987 12363
2 65334 48572
1 44495 18441
1 93109 70588
0 35913 76451
1 57265 23954
0 44589 36995
1 179 17192
2 57131 74061
1 3450 3041
0 22664 70527
1 61332 74841
2 97378 18171
0 13736 35219
0 51850 94027
0 89124 35505
0 45751 65051
0 10413 21507
2 17310 4274
1 73030 16493
2 37293 44244
2 76636 87859
0 36072 83051
0 99006 64192
0 25730 8704
0 77382 68284
1 22363 64308
0 83053 30012
1 43551 51897
2 88719 89679
1 81578 83458
1 17662 42184
0 36603 63430
2 6884 32551
1 33573 24933
1 15047 63850
2 49089 79675
2 12015 30253
0 12264 19620
2 6869 22306
1 46857 69505
0 90898 15514
1 11841 13452
1 31455 35751
1 603 20138
2 65875 78270
1 48235 32385
1 75906 41015
0 71457 84319
2 59374 49155
1 72010 938
0 38088 26105
2 70918 15039
0 68318 66457
0 93783 4908
2 86458 72312
0 4741 7235
0 69377 51807
1 82317 35713
1 50107 37120
2 32397 68984
2 46064 40020
2 39036 736
0 73839 42596
1 52719 18388
2 62461 54075
2 15384 92779
0 4383 18002
1 28607 49543
1 53075 38501
1 98037 99511
0 60375 4660
2 20156 18469
2 18319 12450
1 28222 52880
2 65783 97110
2 5043 39587
1 30208 51037
1 3344 3456
1 76088 17484
2 74427 71513
1 80818 24161
1 39689 35182
1 38960 5398
0 97037 23274
1 67108 31247
0 7871 18176
1 22352 23977
0 21508 26483
2 18970 39278
0 42788 38285
1 26619 62053
0 48755 1263
2 26274 81554
0 96511 10852
1 6450 38078
2 88192 57685
1 26845 86942
1 40729 22017
1 87171 93405
2 85223 87876
2 49366 74280
1 96861 88328
2 74165 6056
2 76272 26751
0 62331 30416
0 48447 6013
1 6654 79142
1 24909 55116
2 45776 19452
0 12746 83021
1 47324 85974
0 73868 47553
0 70997 17034
1 42412 16042
2 46853 79900
0 18173 96714
1 26609 51517
0 81978 40959
1 82313 33178
0 22404 55039
2 99450 76090
1 47698 219
1 97703 90390
1 35320 54532
0 53343 63227
0 55025 31538
1 38507 2733
1 53672 36595
2 69874 99680
2 37862 69006
2 32654 7854
1 33599 92509
0 70465 93346
2 27331 98360
2 26081 16503
2 42967 5802
0 45286 30596
1 4166 57135
0 3855 20552
2 82299 6083
2 28425 72194
2 72367 15441
0 63584 38514
2 69073 54294
0 98595 60782
2 3404 73299
2 44654 29640
0 19888 41159
1 64323 61960
0 70159 69326
0 13441 14775
2 37030 28243
0 95935 59022
0 9571 17033
2 54182 28311
0 16658 66918
1 6146 26567
0 4178 3512
1 39412 96137
2 35783 54545
1 36997 67048
1 12129 13372
2 65215 8803
2 63267 4264
2 32900 86049
0 31418 93115
2 34924 37081
1 6683 30243
1 27280 71321
2 44723 73826
1 55412 64139
1 53750 20547
1 3066 50346
2 4985 51020
1 68473 75754
2 89685 80047
2 24160 52088
0 46777 14473
1 40875 28222
1 42265 96321
2 36877 97955
1 71522 10062
0 87167 4693
1 36402 85064
2 5780 47070
2 90191 14812
1 37609 47783
1 22746 83494
1 40738 20060
1 69776 31031
0 81577 10923
1 13207 84544
0 30850 91321
0 20124 48643
1 42393 33198
0 22463 38767
2 16645 495
2 45375 81699
0 95178 56269
2 7507 19228
0 36529 24404
1 33620 27563
2 26119 84133
2 63647 20128
1 47467 96713
1 17061 50464
0 84434 89276
0 30178 54743
0 38287 25295
1 47803 95900
0 14204 61096
2 86710 7607
0 62098 98989
2 62467 61222
2 20833 96413
2 23489 58662
0 75378 83905
2 19746 62923
0 77172 84951
1 44436 34248
1 74141 56941
0 56290 51409
0 22801 31096
1 18979 32688
1 60475 22995
0 66874 92234
1 37790 93843
2 81360 70458
1 12741 43500
1 58239 13588
1 54614 4648
0 43031 98614
1 21667 33799
0 56092 21419
2 28856 9258
1 69526 71851
1 91511 78023
1 98296 8294
0 6340 10087
1 83819 8284
0 34524 3709
0 78559 30970
1 90517 80285
1 42718 86079
2 21017 79579
1 76935 86711
1 72235 83533
2 20769 95901
2 60792 48672
1 32486 67116
0 4363 45640
0 74542 9060
1 83177 19748
1 43240 20576
1 65179 57229
0 92500 99604
0 5010 59285
1 51668 96621
1 69351 10842
0 34601 50475
1 52233 90868
0 34511 70813
2 51345 29964
0 90962 73694
2 21366 32351
0 55299 42667
1 15097 64754
2 64924 7973
0 73372 38684
2 57641 30804
1 8683 98833
1 49421 30715
0 97668 79964
0 79125 3764
2 14480 44392
2 50365 7230
2 53357 73731
0 2368 36427
1 49895 33147
2 24128 51153
2 67744 30008
0 10663 73399
0 11425 39293
2 85018 60569
2 94853 27539
2 41052 7012
2 33702 37028
2 33344 51766
0 82211 75024
0 87790 26774
0 25946 33638
2 77150 45583
2 28787 30968
0 74414 47344
2 36156 81865
2 14431 34973
0 26676 41937
0 83196 16661
0 48136 36593
2 4577 4351
2 49325 99014
1 80522 18513
1 35085 69595
1 67795 59364
2 90815 87462
2 55455 84709
2 12880 69815
2 1750 53438
0 77588 66713
1 48510 105
0 84127 93893
0 78201 78813
0 33804 32075
2 53049 69832
0 69328 57588
0 47798 94082
1 98281 85713
1 71119 18436
1 52719 62989
1 89285 46159
1 86967 71280
0 29786 37457
0 18476 55672
2 26373 69398
2 84077 29746
0 4955 83379
1 17984 47639
1 88147 52265
2 820 89258
1 60873 28863
1 86040 1969
1 26662 70703
2 91126 33150
1 68534 77812
0 17007 30001
1 89482 14646
2 29094 32534
0 35467 70088
1 13150 89337
1 89806 33030
0 10798 2401
1 84968 29514
0 3640 61017
2 45603 12462
2 63597 80223
1 69470 72740
1 26291 6307
0 27983 59256
2 10713 83173
2 63233 12879
0 88464 63884
1 62315 2820
0 93574 63
2 70244 26723
2 13246 15932
2 44605 7237
1 69356 39909
0 11977 24431
1 40505 93709
1 76671 22771
2 23493 46204
1 32512 23302
0 38742 19155
1 39070 64182
2 45967 94464
2 28005 26250
1 90023 22202
1 13776 55884
2 80068 57014
1 20394 51068
2 66695 38918
2 2961 99733
0 76974 89345
2 73043 67
1 54990 93067
1 7872 54428
2 67994 87349
1 41199 65602
2 51701 36099
0 27535 78179
2 84740 50466
2 5103 35332
1 54738 63041
0 32838 6013
1 41956 19665
1 49634 55814
0 64599 28068
1 59637 76550
0 87227 74324
2 76276 68610
0 54657 61464
0 2099 56505
2 89645 57674
2 21678 3844
1 33405 28372
2 37210 38886
0 82065 1213
1 51905 46541
2 36650 17386
1 2242 39985
2 1086 42328
0 88392 7136
0 82143 96281
0 73573 93857
1 63231 7882
2 88562 7080
2 85855 15006
0 43991 28388
0 51592 7107
0 47944 69220
1 3993 8890
2 35066 18246
0 80316 20571
2 64811 87095
2 24441 21591
0 59140 71095
0 55740 78896
1 16346 40476
1 39555 67298
1 31728 97338
1 51485 74699
1 84549 85172
2 35136 91263
0 69018 19813
0 12230 89454
2 52503 76031
0 46637 70660
0 62394 43832
1 4264 39383
2 96566 20052
1 1242 37221
0 44333 27973
2 80481 82641
0 10398 70173
1 26728 40084
2 50145 15606
0 16040 18583
1 98447 15981
2 64706 5796
0 98150 57783
0 44124 48939
1 24133 81297
1 72365 50730
2 49417 47492
1 56002 5878
0 95361 32905
0 33983 77610
2 93477 76503
2 66565 903
1 71123 51783
0 96220 34007
1 95403 51997
0 4797 80579
2 50348 1491
0 68805 43784
2 26171 70391
2 39455 84079
2 43275 647
0 7289 62516
2 28888 34170
2 97833 23032
0 42144 41379
2 87572 9477
1 41527 21617
2 99362 58191
1 91098 2923
2 37721 13249
0 94686 12305
1 52004 70851
1 86928 60784
1 47555 43403
1 47311 85671
2 40573 9381
1 85822 50548
0 6377 16358
1 3991 97618
1 76899 52013
2 59183 89444
1 14034 45395
0 20616 29414
2 37910 2140
1 7582 64424
0 68974 62080
2 86719 35582
1 6821 48055
2 5500 61678
0 98998 31148
0 68943 49802
0 17868 19453
2 58145 58931
1 4158 81878
0 87987 81455
2 39777 11302
1 97220 5229
0 86646 33723
1 27082 80639
0 71925 70421
2 8528 22342
2 1802 57343
0 4457 88119
0 59122 73943
2 98363 66121
2 85569 9248
1 17236 97778
0 41061 27688
1 56450 39066
1 85068 82131
1 95044 67265
0 59311 82730
1 62517 17069
1 14170 9863
0 80210 22640
0 14994 49962
2 34275 1859
0 66229 68204
2 94978 13089
0 30481 30633
2 55892 26081
2 39501 8646
1 83630 45553
1 85785 55100
1 44942 54420
1 75520 95614
1 98430 69253
1 43493 4129
0 71280 74008
1 18903 85848
0 12284 77001
1 53337 48183
1 3878 25453
0 50601 68979
2 40545 89041
2 63801 3182
2 43897 14982
2 18726 81155
2 39628 97980
1 70135 1520
0 63545 17752
0 15342 73493
2 29569 3957
1 19097 72325
1 28575 3665
1 4792 14568
2 8915 69128
0 95187 50900
0 16638 18317
2 35414 57065
1 66216 22955
2 56930 94281
0 13307 12485
0 83398 56334
1 21280 59539
0 18435 33338
0 98050 90111
1 53096 79548
1 99801 70588
0 63855 33548
1 44345 32479
1 46211 31662
1 14716 95077
0 56458 41512
0 49492 14158
0 27084 92962
1 96326 95220
1 9474 84444
0 1877 31549
1 19187 14328
0 88232 7881
0 95122 25404
0 58463 31037
2 41748 54172
2 81084 39402
2 24318 17439
1 54164 78377
0 80260 9217
0 77729 95962
0 53939 59433
2 95588 93509
1 40174 84196
1 12830 55895
1 59689 18967
0 34740 75348
2 56376 56160
0 84039 48015
1 39276 69792
2 37862 58588
1 66557 24281
1 94033 20130
0 69866 40269
2 59601 71600
1 91779 63750
0 14919 23166
1 9989 7138
2 61827 97486
0 64931 19983
0 62532 39327
2 94320 86733
1 10424 80190
2 37628 82352
2 48809 32980
1 31975 85729
0 495 76986
1 51562 14628
2 53692 6666
2 56931 81969
0 19548 85127
1 15322 74469
1 38273 21065
2 36188 97771
0 93283 68039
2 90756 38828
0 69772 26668
2 72407 24864
0 48557 59975
2 65692 78545
0 84140 7167
0 87039 53905
1 55009 33758
2 22779 72028
1 49290 63079
0 58297 61727
0 84891 64915
0 14070 19507
0 64792 65946
0 66056 44422
2 27963 43917
0 48939 11349
2 80376 81237
2 7519 83011
0 88512 72096
0 943 57671
1 75133 59599
0 80382 23324
0 91688 96890
2 9932 2500
0 51331 91725
1 45995 54992
0 95871 88199
1 10266 84372
1 82689 98730
0 69310 61636
2 60446 37429
2 80835 19798
1 85471 77075
2 45767 58785
1 28682 84579
2 73410 22126
2 62274 67192
2 72925 93018
2 83047 32214
1 35830 76285
1 38677 1030
1 29092 8932
0 82985 95739
1 98043 76917
1 13064 37855
1 55809 31858
0 60860 53345
2 30789 75320
1 19009 59086
2 377 50435
1 66642 89307
0 27413 37436
2 575 50195
2 90533 6474
0 63636 37927
0 10144 30544
1 45684 16943
0 48629 22273
1 94723 69456
0 60205 52393
2 47407 48642
1 41045 94236
1 979 69115
1 28966 35015
0 61195 24218
0 62684 59896
1 38405 90697
1 44118 76231
1 49247 77382
0 25063 13852
2 58427 45203
0 66684 29804
2 61202 40275
1 68633 83987
2 8052 45590
2 49813 92318
0 92265 24665
1 47473 51629
2 42480 32485
2 5843 39286
2 31446 62389
0 99399 66254
1 27297 13857
0 36768 90671
0 88573 56947
2 16718 37488
2 39114 25786
2 73699 57384
1 69446 63215
2 74226 64412
2 18564 1577
1 30204 10746
1 9096 1939
2 90381 9780
0 60951 94845
2 74083 98866
2 36452 16535
1 7065 53836
0 42142 48204
0 60561 38210
1 30876 65530
1 37178 94649
0 68573 92312
0 26095 84621
1 56684 89365
2 88677 69721
1 11143 96173
0 28513 89698
1 89502 16326
0 13985 84262
2 62492 35606
1 41391 90784
1 18170 89938
2 68054 89258
1 67653 19227
1 74293 38663
0 96966 29279
0 25813 71340
1 46756 90215
1 64691 70363
2 11545 82071
1 79990 95314
1 31921 75263
2 2591 5367
0 6100 27221
1 86759 24042
0 63273 77615
0 49983 24299
0 17915 21741
2 71999 233
2 45078 93731
2 10690 88725
1 86763 4819
1 97702 78131
2 27450 93329
1 9137 78202
1 40826 35826
1 42057 75606
1 73916 43256
1 8237 21873
1 44666 49054
2 20352 36220
0 50919 25591
1 54803 2950
1 23829 60363
2 46367 966
0 89050 22154
0 84500 72999
1 59114 8727
1 73042 45122
2 45605 83361
1 77416 38679
1 39960 21533
1 80199 60567
2 80468 36166
2 4167 1073
0 88899 87516
0 10535 68041
0 33153 65648
0 18050 74291
1 24514 97614
2 72223 48965
2 67843 19391
1 33081 41106
1 625 68794
0 50102 19096
2 29441 9814
0 63301 22787
1 85706 40668
2 96199 83258
2 97975 39878
2 53361 18946
2 17764 71754
1 20429 30030
2 89673 17027
1 99995 40043
2 1873 46065
0 75800 96983
0 37531 3120
0 36854 32348
